c resource constrained multi commodity flow
c WorldLarge
k 333 542 1 3900
k 333 543 5 5300
k 333 546 7 2100
k 333 552 3 3600
k 333 554 2 4600
k 333 566 5 3300
k 333 572 4 3800
k 333 573 12 2400
k 333 582 11 2400
k 333 584 2 4200
k 333 588 10 3000
k 333 589 14 3900
k 333 590 2 3300
k 333 595 19 3500
k 333 602 1 3300
k 333 603 2 4300
k 333 604 3 4100
k 334 464 3 4000
k 334 472 11 5500
k 334 489 2 4600
k 334 491 19 4600
k 334 493 5 4600
k 334 509 1 3700
k 334 514 1 3000
k 334 518 1 1000
k 334 520 23 4600
k 334 523 23 5400
k 334 528 16 5400
k 334 543 3 5700
k 334 546 4 4200
k 334 547 2 2400
k 334 572 3 4500
k 334 577 8 1200
k 334 578 7 5200
k 334 600 4 5600
k 335 464 25 4300
k 335 465 41 3700
k 335 466 11 2800
k 335 474 3 2200
k 335 475 14 3200
k 335 476 4 5200
k 335 483 3 4000
k 335 484 5 4600
k 335 491 2 4900
k 335 495 9 2300
k 335 497 5 3500
k 335 498 46 3000
k 335 499 4 2000
k 335 502 5 3700
k 335 506 4 3900
k 335 507 2 2700
k 335 508 12 2800
k 335 515 2 2100
k 335 518 17 3500
k 335 519 2 3600
k 335 520 26 5100
k 335 521 5 3600
k 335 528 1 4100
k 335 530 2 5700
k 335 531 5 2100
k 335 532 10 2300
k 335 533 5 2300
k 335 534 29 4400
k 335 535 5 5600
k 335 536 2 4200
k 335 540 14 5300
k 335 541 18 5700
k 335 543 4 5200
k 335 544 26 5600
k 335 546 1 4200
k 335 547 3 3500
k 335 554 3 2700
k 335 555 49 2600
k 335 561 6 5300
k 335 563 13 2500
k 335 565 2 5000
k 335 567 3 2900
k 335 568 1 2900
k 335 569 3 3300
k 335 570 10 5000
k 335 571 71 3600
k 335 572 29 5300
k 335 573 18 4700
k 335 575 31 3400
k 335 576 2 3200
k 335 578 2 3600
k 335 584 1 5100
k 335 586 33 4400
k 335 598 16 3200
k 335 602 6 3600
k 336 464 75 4000
k 336 465 11 3500
k 336 473 9 3200
k 336 475 9 3200
k 336 481 3 4600
k 336 483 2 3800
k 336 488 6 5700
k 336 491 7 4200
k 336 494 1 5200
k 336 495 9 7000
k 336 498 29 3200
k 336 506 12 3700
k 336 508 9 2500
k 336 510 2 2100
k 336 511 2 3000
k 336 516 3 2100
k 336 518 2 4500
k 336 520 47 7000
k 336 521 2 2900
k 336 526 2 5000
k 336 530 39 5500
k 336 531 3 3400
k 336 532 14 2300
k 336 534 24 4400
k 336 535 3 5600
k 336 540 8 5500
k 336 541 9 7000
k 336 542 2 5800
k 336 543 16 4400
k 336 544 131 5400
k 336 553 17 3500
k 336 555 52 2800
k 336 561 25 5000
k 336 563 4 2200
k 336 566 9 7000
k 336 569 1 3100
k 336 570 7 5000
k 336 571 19 4300
k 336 572 10 5100
k 336 573 46 4600
k 336 575 13 4700
k 336 576 2 3200
k 336 579 1 2200
k 336 580 6 4900
k 336 582 2 4500
k 336 584 2 5300
k 336 586 28 3400
k 336 598 13 3100
k 336 601 3 3000
k 336 602 35 5000
k 336 603 15 2400
k 336 604 49 1600
k 336 605 2 1300
k 337 464 36 4100
k 337 465 22 7000
k 337 466 8 4800
k 337 471 1 6400
k 337 473 66 1800
k 337 474 11 1800
k 337 476 1 4300
k 337 483 4 4200
k 337 484 5 2200
k 337 491 7 5000
k 337 498 16 1800
k 337 499 2 2700
k 337 502 2 2800
k 337 503 2 3000
k 337 508 22 1100
k 337 509 1 4300
k 337 510 5 3000
k 337 513 2 3300
k 337 514 3 2200
k 337 518 4 3800
k 337 519 3 4100
k 337 520 13 4300
k 337 524 2 3200
k 337 525 2 3500
k 337 526 2 4400
k 337 528 2 3900
k 337 530 7 5500
k 337 531 2 2600
k 337 532 2 3000
k 337 534 17 3700
k 337 541 3 5600
k 337 543 2 4700
k 337 544 11 5400
k 337 547 2 2600
k 337 553 7 3700
k 337 554 4 3800
k 337 555 161 1400
k 337 561 5 5000
k 337 566 4 4900
k 337 569 6 3400
k 337 571 27 3500
k 337 572 20 5100
k 337 573 7 4000
k 337 575 2 3700
k 337 577 5 3000
k 337 584 2 5200
k 337 586 6 4500
k 337 600 1 4800
k 337 601 1 4700
k 337 602 11 3500
k 337 603 9 4600
k 337 604 22 2900
k 337 605 1 5000
k 338 464 15 3700
k 338 465 32 3200
k 338 466 13 3100
k 338 473 29 1900
k 338 474 2 2300
k 338 475 3 4100
k 338 476 3 4000
k 338 483 2 3900
k 338 484 6 3400
k 338 491 6 4400
k 338 495 51 2000
k 338 497 11 2900
k 338 498 25 2400
k 338 499 2 2600
k 338 502 24 2500
k 338 503 1 2600
k 338 505 2 2900
k 338 506 66 2700
k 338 507 7 2600
k 338 508 3 1600
k 338 509 4 2500
k 338 518 19 3500
k 338 519 7 3800
k 338 520 14 3700
k 338 521 6 3200
k 338 522 8 4000
k 338 525 21 3200
k 338 526 11 4000
k 338 528 5 5100
k 338 530 27 5100
k 338 531 30 2200
k 338 532 41 2700
k 338 533 4 4200
k 338 534 25 3400
k 338 536 1 3600
k 338 542 5 4800
k 338 543 34 4100
k 338 544 5 5000
k 338 545 8 3400
k 338 546 2 4500
k 338 547 10 2300
k 338 554 8 2400
k 338 555 32 2000
k 338 561 3 4700
k 338 563 25 1900
k 338 565 1 4300
k 338 566 20 4500
k 338 567 2 2700
k 338 568 11 3300
k 338 569 8 2100
k 338 570 4 5000
k 338 571 69 3100
k 338 572 10 4700
k 338 573 16 3700
k 338 575 11 3100
k 338 576 2 3700
k 338 577 5 2700
k 338 578 1 4100
k 338 583 2 4600
k 338 584 2 4500
k 338 585 4 6000
k 338 586 12 3900
k 338 598 22 2700
k 338 602 15 4000
k 338 603 10 2900
k 338 604 31 2100
k 338 605 67 1800
k 339 464 39 3900
k 339 465 11 5200
k 339 466 14 6000
k 339 472 12 6700
k 339 473 14 2000
k 339 476 4 5100
k 339 484 1 4400
k 339 498 58 1600
k 339 501 10 2900
k 339 506 2 3400
k 339 507 22 2500
k 339 508 3 2000
k 339 514 3 2500
k 339 516 3 2000
k 339 518 27 4600
k 339 527 9 5300
k 339 528 53 5800
k 339 529 7 5800
k 339 534 1 3900
k 339 546 2 3500
k 339 548 3 2100
k 339 549 1 5100
k 339 554 1 4600
k 339 555 48 1800
k 339 556 1 2600
k 339 561 6 5000
k 339 566 21 5300
k 339 567 7 1900
k 339 570 5 2600
k 339 571 35 2700
k 339 572 9 5400
k 339 573 24 4200
k 339 574 6 2500
k 339 577 1 3700
k 339 581 3 4700
k 339 586 1 3900
k 339 603 1 4600
k 339 604 5 5600
k 340 488 9 3300
k 340 491 22 1800
k 340 492 5 3000
k 340 494 10 2400
k 340 520 36 2300
k 340 522 9 4000
k 340 524 5 2500
k 340 531 1 4600
k 340 532 1 4800
k 340 535 7 3400
k 340 536 11 3400
k 340 541 83 1500
k 340 542 4 4800
k 340 543 52 2800
k 340 557 2 2500
k 340 565 5 3200
k 340 566 11 5300
k 340 578 2 3600
k 340 584 9 3200
k 340 585 3 5700
k 340 600 8 2800
k 341 464 2 4000
k 341 490 1 4900
k 341 491 10 5700
k 341 494 2 5400
k 341 520 1 4000
k 341 527 4 4300
k 341 531 1 2500
k 341 546 1 4100
k 341 577 3 2800
k 341 584 6 4300
k 341 588 3 3100
k 342 464 12 3300
k 342 467 1 3800
k 342 472 6 5300
k 342 473 72 1500
k 342 475 3 3500
k 342 480 1 2500
k 342 481 3 3700
k 342 488 14 6100
k 342 498 15 2000
k 342 502 7 1700
k 342 503 2 7000
k 342 506 2 2200
k 342 509 4 1800
k 342 511 2 1900
k 342 512 3 7000
k 342 513 13 2200
k 342 514 3 2000
k 342 516 6 1700
k 342 519 4 2700
k 342 520 1 4600
k 342 522 7 5100
k 342 523 3 5300
k 342 524 2 5300
k 342 525 2 2700
k 342 527 6 3700
k 342 528 8 4600
k 342 531 6 1600
k 342 532 12 2000
k 342 533 3 3100
k 342 534 1 3700
k 342 540 1 5900
k 342 541 1 5800
k 342 543 7 5300
k 342 546 17 3900
k 342 547 9 1600
k 342 551 10 5100
k 342 552 10 5000
k 342 553 21 4000
k 342 555 23 1900
k 342 565 15 5400
k 342 566 1 4100
k 342 567 2 2500
k 342 569 4 1600
k 342 572 1 4100
k 342 573 3 2800
k 342 576 3 2900
k 342 578 15 5100
k 342 579 4 2300
k 342 580 2 3300
k 342 581 1 7000
k 342 583 4 4900
k 342 584 14 4600
k 342 588 30 2300
k 342 589 3 3400
k 342 595 1 3200
k 342 599 4 5300
k 342 600 7 5500
k 342 601 25 5200
k 342 604 1 2200
k 343 466 1 5300
k 343 470 1 7000
k 343 488 13 4000
k 343 491 10 7000
k 343 492 4 7000
k 343 496 3 1500
k 343 508 2 2300
k 343 511 2 3000
k 343 516 2 2700
k 343 520 12 7000
k 343 540 3 4300
k 343 541 3 7000
k 343 555 4 3000
k 343 589 4 5700
k 343 591 11 5000
k 343 593 5 4600
k 343 600 3 4700
k 343 604 1 5800
k 344 464 4 4600
k 344 465 2 5000
k 344 468 8 3600
k 344 470 36 4600
k 344 471 13 3300
k 344 473 1 3600
k 344 488 9 3900
k 344 489 10 4000
k 344 491 15 4500
k 344 492 5 5600
k 344 494 4 4100
k 344 495 4 2100
k 344 496 21 900
k 344 498 90 3200
k 344 499 4 2800
k 344 501 11 3100
k 344 505 2 2200
k 344 506 3 3400
k 344 508 28 2400
k 344 509 11 3400
k 344 510 5 3500
k 344 511 11 3500
k 344 512 9 2600
k 344 513 6 3800
k 344 514 3 3300
k 344 516 77 3100
k 344 518 4 5300
k 344 519 6 4400
k 344 520 25 4900
k 344 521 4 2200
k 344 525 7 4100
k 344 526 3 3500
k 344 531 1 2600
k 344 532 16 3600
k 344 540 9 4300
k 344 541 47 4400
k 344 543 7 3900
k 344 545 2 5000
k 344 550 17 1600
k 344 553 1 5300
k 344 554 2 5300
k 344 555 92 2400
k 344 557 11 3000
k 344 562 13 1000
k 344 563 4 1000
k 344 565 3 5100
k 344 567 1 3300
k 344 568 1 2300
k 344 569 7 2600
k 344 571 12 3800
k 344 573 5 4500
k 344 574 4 2900
k 344 575 8 4700
k 344 578 12 5600
k 344 580 1 4700
k 344 584 17 4200
k 344 586 3 4300
k 344 587 7 1700
k 344 588 73 2500
k 344 589 11 2600
k 344 590 9 3700
k 344 591 40 2100
k 344 593 24 1700
k 344 595 3 1500
k 344 598 28 2500
k 345 464 7 3700
k 345 465 2 2400
k 345 473 185 2000
k 345 481 1 3400
k 345 484 4 600
k 345 491 58 4200
k 345 498 27 2500
k 345 501 1 2700
k 345 502 3 2300
k 345 506 3 2800
k 345 508 2 1400
k 345 509 2 2300
k 345 511 1 2400
k 345 514 3 2500
k 345 516 2 2300
k 345 519 2 3400
k 345 520 2 3800
k 345 525 1 3200
k 345 527 6 3900
k 345 528 6 5100
k 345 529 3 5100
k 345 531 10 2200
k 345 532 7 2500
k 345 533 5 3700
k 345 542 6 5200
k 345 546 2 3700
k 345 547 1 2200
k 345 553 17 3100
k 345 555 13 2200
k 345 569 4 2100
k 345 571 1 2900
k 345 573 4 3700
k 345 576 3 3200
k 345 586 2 3400
k 345 587 1 3700
k 345 588 4 2800
k 345 589 1 3300
k 345 590 5 3100
k 345 595 2 3300
k 345 599 6 4400
k 345 600 5 4600
k 345 601 5 4300
k 345 604 2 2800
k 346 464 192 2900
k 346 465 22 5000
k 346 466 6 4100
k 346 467 8 5900
k 346 468 18 2800
k 346 469 8 2800
k 346 470 29 2900
k 346 471 34 3100
k 346 472 6 1900
k 346 473 1 4800
k 346 474 2 4900
k 346 475 21 4500
k 346 476 8 5300
k 346 477 3 5700
k 346 478 5 6100
k 346 480 10 5100
k 346 482 33 2400
k 346 483 3 4600
k 346 484 20 4300
k 346 485 9 7000
k 346 486 17 4900
k 346 487 3 6200
k 346 495 11 4300
k 346 496 14 4300
k 346 497 2 3300
k 346 498 148 4500
k 346 499 41 4800
k 346 500 4 3600
k 346 501 26 5700
k 346 502 8 5000
k 346 503 3 5200
k 346 504 5 5800
k 346 505 15 4500
k 346 506 7 3400
k 346 507 2 3100
k 346 508 26 4100
k 346 509 28 4200
k 346 510 2 4600
k 346 511 30 4000
k 346 513 33 4600
k 346 514 20 4200
k 346 516 38 4700
k 346 517 16 3700
k 346 518 23 5400
k 346 519 2 4900
k 346 521 2 4400
k 346 522 3 1400
k 346 523 9 1700
k 346 524 3 1700
k 346 525 15 4400
k 346 526 2 3300
k 346 527 23 2300
k 346 528 24 2900
k 346 530 28 4300
k 346 531 40 3900
k 346 532 19 3800
k 346 533 4 5200
k 346 534 6 3900
k 346 539 12 1200
k 346 542 21 3900
k 346 543 9 500
k 346 544 11 3200
k 346 545 3 4200
k 346 546 4 2400
k 346 547 15 4900
k 346 549 16 3300
k 346 550 87 3200
k 346 551 7 1500
k 346 552 4 1200
k 346 553 82 1300
k 346 554 93 5200
k 346 555 103 4400
k 346 556 5 5500
k 346 557 14 3200
k 346 558 1 3300
k 346 559 2 2900
k 346 560 2 4100
k 346 561 9 3900
k 346 562 15 3400
k 346 563 86 2900
k 346 564 10 4900
k 346 566 22 3300
k 346 567 2 4000
k 346 568 16 4700
k 346 569 13 4000
k 346 570 6 5500
k 346 571 46 5300
k 346 572 32 3900
k 346 573 78 3500
k 346 574 19 5400
k 346 575 33 1300
k 346 576 8 4100
k 346 577 16 5000
k 346 578 3 1700
k 346 579 2 3600
k 346 580 23 4000
k 346 581 5 4100
k 346 582 11 3500
k 346 585 21 4700
k 346 586 90 4900
k 346 587 36 4400
k 346 588 61 4700
k 346 590 15 4000
k 346 591 12 2900
k 346 592 320 2100
k 346 593 37 3900
k 346 594 49 2700
k 346 595 26 4200
k 346 596 63 2100
k 346 598 15 4700
k 346 601 12 1000
k 346 602 2 4900
k 346 603 7 3800
k 346 604 118 3200
k 346 605 19 4100
k 347 464 7 2700
k 347 465 5 5400
k 347 466 3 3200
k 347 467 1 5600
k 347 468 1 2000
k 347 469 2 2500
k 347 470 5 2500
k 347 471 4 3000
k 347 474 11 4300
k 347 476 9 4900
k 347 479 4 6100
k 347 483 2 4900
k 347 484 2 4700
k 347 485 4 7000
k 347 486 14 5400
k 347 487 1 5400
k 347 495 1 5000
k 347 496 7 4800
k 347 498 12 3900
k 347 499 5 6600
k 347 501 7 5700
k 347 502 2 4400
k 347 505 1 5100
k 347 507 4 3600
k 347 508 2 3500
k 347 509 6 3800
k 347 511 3 3600
k 347 513 2 4000
k 347 514 4 4200
k 347 516 9 4000
k 347 517 3 3400
k 347 518 14 5000
k 347 525 11 4000
k 347 531 5 4200
k 347 532 9 3700
k 347 533 1 4800
k 347 534 8 3400
k 347 542 4 3300
k 347 544 4 4000
k 347 547 3 4300
k 347 549 4 2200
k 347 550 8 3700
k 347 553 6 900
k 347 554 63 4600
k 347 555 24 4000
k 347 556 5 4900
k 347 557 1 3200
k 347 562 3 3900
k 347 563 6 3200
k 347 564 4 5400
k 347 566 6 2900
k 347 568 5 5900
k 347 569 3 4300
k 347 571 4 4700
k 347 572 2 3700
k 347 573 7 2900
k 347 574 3 7000
k 347 575 7 900
k 347 577 7 4400
k 347 578 7 1100
k 347 580 9 3300
k 347 581 4 3500
k 347 585 3 4100
k 347 586 2 4500
k 347 587 5 4900
k 347 588 15 4600
k 347 590 3 4800
k 347 591 111 2800
k 347 593 4 4400
k 347 594 7 2300
k 347 595 2 4700
k 347 596 6 2600
k 347 603 1 7000
k 347 604 40 3100
k 347 605 8 3700
k 348 472 2 2200
k 348 475 3 5000
k 348 480 1 4000
k 348 498 2 4600
k 348 501 2 5900
k 348 502 2 5100
k 348 508 14 4300
k 348 518 1 5700
k 348 549 2 3400
k 348 551 16 1700
k 348 555 6 4700
k 348 562 1 3900
k 348 569 1 5400
k 348 572 1 4400
k 348 579 2 3300
k 348 586 1 4100
k 348 588 8 5300
k 348 590 1 3800
k 348 591 67 2200
k 348 594 2 3400
k 348 595 2 4600
k 348 596 4 1900
k 348 603 1 3900
k 348 604 1 3800
k 348 605 1 3100
k 349 464 388 2500
k 349 465 75 4400
k 349 466 82 3500
k 349 467 106 5000
k 349 468 25 1800
k 349 469 31 1900
k 349 470 69 1900
k 349 471 99 1500
k 349 472 175 2300
k 349 474 183 4200
k 349 475 72 3900
k 349 476 175 4400
k 349 477 46 5400
k 349 478 26 5200
k 349 479 58 5200
k 349 480 195 4200
k 349 482 29 1800
k 349 483 7 3900
k 349 484 48 4400
k 349 485 13 6200
k 349 486 43 4200
k 349 487 16 5500
k 349 495 33 3600
k 349 496 46 3600
k 349 498 882 3700
k 349 499 198 4600
k 349 500 11 3200
k 349 501 139 4600
k 349 502 90 4100
k 349 503 8 4300
k 349 504 5 4900
k 349 505 20 3800
k 349 506 14 3600
k 349 507 20 2700
k 349 508 166 3200
k 349 509 217 3500
k 349 510 23 4300
k 349 511 168 3200
k 349 512 22 4200
k 349 513 60 3800
k 349 514 111 3600
k 349 515 14 4800
k 349 516 464 3600
k 349 517 149 3400
k 349 518 129 4700
k 349 519 4 3900
k 349 521 6 4100
k 349 522 92 1200
k 349 523 34 1300
k 349 524 19 1200
k 349 525 59 3500
k 349 526 17 2700
k 349 527 31 1600
k 349 528 113 2100
k 349 530 10 3800
k 349 531 145 4000
k 349 532 55 3500
k 349 533 8 4600
k 349 534 68 3200
k 349 539 9 1100
k 349 542 105 2800
k 349 543 3 400
k 349 544 20 2600
k 349 545 10 3500
k 349 546 7 1500
k 349 547 123 4000
k 349 548 9 3800
k 349 549 42 2300
k 349 550 193 2200
k 349 551 17 1300
k 349 552 116 1200
k 349 553 65 900
k 349 554 247 4500
k 349 555 518 3500
k 349 556 26 4700
k 349 557 60 2300
k 349 558 1 2600
k 349 559 2 2200
k 349 560 1 2300
k 349 561 19 2200
k 349 562 176 2700
k 349 563 95 2600
k 349 564 24 4200
k 349 565 2 1100
k 349 566 51 2500
k 349 567 17 3800
k 349 568 76 4400
k 349 569 50 4000
k 349 570 8 4700
k 349 571 2 4500
k 349 571 211 4500
k 349 572 87 3500
k 349 573 95 3100
k 349 574 145 4600
k 349 575 29 800
k 349 576 34 3500
k 349 577 74 4100
k 349 578 31 1100
k 349 579 37 4000
k 349 580 252 3300
k 349 581 51 3300
k 349 582 28 3600
k 349 585 55 3700
k 349 586 154 4300
k 349 587 129 3700
k 349 588 251 4000
k 349 590 58 4300
k 349 591 823 1700
k 349 592 267 1800
k 349 593 58 3200
k 349 594 198 2200
k 349 595 62 3400
k 349 596 109 1600
k 349 597 12 5200
k 349 598 17 4000
k 349 601 10 1200
k 349 603 60 3000
k 349 604 236 2400
k 349 605 105 3000
k 350 464 77 2600
k 350 465 16 4800
k 350 466 5 3900
k 350 467 2 5700
k 350 468 11 2700
k 350 469 7 2600
k 350 470 22 2400
k 350 471 39 1900
k 350 472 22 1900
k 350 473 2 4600
k 350 474 15 4700
k 350 475 23 4400
k 350 476 40 5200
k 350 477 4 5600
k 350 478 2 5900
k 350 479 6 6200
k 350 480 8 4800
k 350 482 22 2900
k 350 483 11 4400
k 350 484 10 5000
k 350 485 6 7000
k 350 486 15 5200
k 350 487 4 7000
k 350 495 36 4600
k 350 496 19 4600
k 350 498 269 4200
k 350 499 20 4500
k 350 500 5 3300
k 350 501 28 5500
k 350 502 32 4700
k 350 503 6 4900
k 350 504 2 5500
k 350 505 4 4800
k 350 506 15 4100
k 350 507 3 2900
k 350 508 53 3900
k 350 509 41 4100
k 350 510 3 4900
k 350 511 47 3900
k 350 512 6 4800
k 350 513 23 4400
k 350 514 8 3800
k 350 515 2 7000
k 350 516 81 3800
k 350 517 8 3700
k 350 518 39 5300
k 350 521 4 5100
k 350 522 45 1200
k 350 524 43 1600
k 350 525 12 4300
k 350 526 1 4600
k 350 527 30 2100
k 350 528 16 2800
k 350 530 9 4000
k 350 531 62 4500
k 350 532 25 4000
k 350 533 7 5200
k 350 534 8 3700
k 350 541 3 1000
k 350 542 28 3400
k 350 544 6 2800
k 350 545 11 4000
k 350 546 14 2300
k 350 547 11 4700
k 350 549 19 3000
k 350 550 10 3200
k 350 551 10 1400
k 350 552 12 1200
k 350 553 39 1200
k 350 554 76 4900
k 350 555 138 4100
k 350 556 5 5200
k 350 557 12 3100
k 350 559 1 3500
k 350 561 8 3600
k 350 562 3 3700
k 350 563 35 2500
k 350 564 5 4300
k 350 566 8 3300
k 350 568 32 5300
k 350 569 11 4600
k 350 570 2 5200
k 350 571 54 5000
k 350 572 16 3600
k 350 573 13 3200
k 350 574 24 5100
k 350 575 17 1200
k 350 576 11 4000
k 350 577 12 4700
k 350 578 7 1300
k 350 579 2 4500
k 350 580 29 3800
k 350 581 5 3900
k 350 582 3 4100
k 350 585 10 4400
k 350 586 14 4800
k 350 587 37 7000
k 350 588 56 4900
k 350 590 20 7000
k 350 591 267 1700
k 350 593 74 4200
k 350 594 14 2500
k 350 595 25 4400
k 350 596 10 2600
k 350 597 3 5900
k 350 598 1 5000
k 350 600 3 1100
k 350 602 1 4300
k 350 603 4 3500
k 350 604 45 2900
k 350 605 39 3800
k 351 464 51 2100
k 351 465 7 4800
k 351 466 13 3200
k 351 467 3 4900
k 351 468 16 1900
k 351 469 6 1700
k 351 470 75 1900
k 351 471 56 2300
k 351 472 1 1700
k 351 473 1 4000
k 351 474 15 4000
k 351 475 20 3700
k 351 476 7 4500
k 351 477 9 5000
k 351 478 4 5200
k 351 479 9 5500
k 351 480 6 4100
k 351 482 27 3100
k 351 484 4 4100
k 351 485 27 3600
k 351 486 39 5500
k 351 487 16 5300
k 351 495 13 3200
k 351 496 43 3300
k 351 498 156 3400
k 351 499 49 3900
k 351 500 4 2500
k 351 501 48 4800
k 351 502 5 3800
k 351 505 16 3300
k 351 506 1 3500
k 351 507 8 2600
k 351 508 21 2900
k 351 509 41 3400
k 351 510 3 4000
k 351 511 25 2800
k 351 512 2 3900
k 351 513 13 4300
k 351 514 15 2900
k 351 516 50 3400
k 351 517 52 2900
k 351 518 8 4400
k 351 522 6 1000
k 351 523 7 1200
k 351 524 4 1000
k 351 525 35 3200
k 351 526 5 2900
k 351 527 17 1500
k 351 528 12 1700
k 351 530 2 1900
k 351 531 26 3600
k 351 532 28 3100
k 351 533 6 4500
k 351 534 9 2500
k 351 542 9 2700
k 351 544 11 2300
k 351 545 4 3400
k 351 546 4 1500
k 351 547 10 3700
k 351 549 18 2000
k 351 550 23 3300
k 351 552 9 1000
k 351 553 35 800
k 351 554 6 4300
k 351 555 163 3600
k 351 557 9 2800
k 351 559 1 2900
k 351 561 7 3600
k 351 562 63 3900
k 351 563 8 4200
k 351 564 24 4100
k 351 566 8 2100
k 351 567 5 3600
k 351 568 7 5500
k 351 569 13 3600
k 351 571 36 4200
k 351 572 15 3200
k 351 573 24 2800
k 351 574 18 4600
k 351 575 28 800
k 351 576 18 3200
k 351 577 6 3500
k 351 578 5 1200
k 351 580 38 2900
k 351 581 5 3800
k 351 582 4 7000
k 351 585 5 3700
k 351 586 27 4100
k 351 587 10 5000
k 351 588 55 3200
k 351 590 15 4500
k 351 591 250 2100
k 351 593 26 4600
k 351 594 43 2000
k 351 595 21 4800
k 351 596 139 2800
k 351 597 2 5200
k 351 598 2 5400
k 351 601 3 900
k 351 603 24 2700
k 351 604 87 2100
k 351 605 15 2900
k 352 464 301 2000
k 352 465 20 4000
k 352 466 35 3000
k 352 467 54 4500
k 352 468 6 1500
k 352 469 69 1500
k 352 470 30 1700
k 352 471 23 2200
k 352 472 11 1800
k 352 474 186 3500
k 352 475 43 3400
k 352 476 56 4100
k 352 477 3 5100
k 352 478 6 4800
k 352 479 3 5100
k 352 480 38 3700
k 352 482 142 2300
k 352 483 5 3400
k 352 484 28 3800
k 352 485 15 6700
k 352 486 1 4600
k 352 487 17 5100
k 352 495 67 4100
k 352 498 451 3200
k 352 499 114 4100
k 352 500 2 2700
k 352 501 107 4200
k 352 502 69 3600
k 352 503 3 3800
k 352 504 8 4400
k 352 506 13 3000
k 352 507 13 3200
k 352 508 69 2700
k 352 509 199 2800
k 352 510 7 3800
k 352 511 185 2600
k 352 512 29 3200
k 352 513 73 3300
k 352 514 128 3100
k 352 515 28 4300
k 352 516 675 3100
k 352 517 278 4000
k 352 518 54 4200
k 352 519 3 3300
k 352 521 2 4400
k 352 522 5 1000
k 352 523 3 1100
k 352 524 4 1000
k 352 525 88 7000
k 352 526 7 3600
k 352 527 34 1200
k 352 528 71 1600
k 352 530 4 3400
k 352 531 122 3400
k 352 532 51 2900
k 352 533 10 4100
k 352 534 57 2600
k 352 539 4 900
k 352 541 9 700
k 352 542 60 2200
k 352 543 10 600
k 352 544 10 3600
k 352 545 11 2900
k 352 546 14 1100
k 352 547 45 7000
k 352 549 26 1900
k 352 550 191 2500
k 352 551 26 800
k 352 552 20 700
k 352 553 92 700
k 352 554 100 4000
k 352 555 674 3000
k 352 556 22 4200
k 352 557 93 2000
k 352 559 5 2400
k 352 560 1 3000
k 352 561 9 1800
k 352 562 129 3100
k 352 563 54 2800
k 352 565 12 800
k 352 566 55 2000
k 352 567 7 3500
k 352 568 81 4700
k 352 569 106 3500
k 352 570 17 4200
k 352 571 91 4000
k 352 572 83 3000
k 352 573 123 2400
k 352 574 182 4100
k 352 575 3 600
k 352 576 63 3000
k 352 577 25 3600
k 352 579 24 3500
k 352 580 110 2800
k 352 581 9 2800
k 352 582 5 3100
k 352 585 36 3200
k 352 586 61 3700
k 352 587 101 4100
k 352 588 416 3600
k 352 590 169 3800
k 352 591 1817 2000
k 352 593 103 3700
k 352 594 95 1900
k 352 595 135 3900
k 352 596 267 2000
k 352 597 4 4800
k 352 598 15 4500
k 352 602 9 3500
k 352 603 61 2600
k 352 604 140 2100
k 352 605 11 2700
k 353 467 3 2600
k 353 469 6 4700
k 353 477 5 3900
k 353 480 8 2000
k 353 488 5 3400
k 353 490 2 3100
k 353 491 18 4000
k 353 497 4 600
k 353 498 11 2400
k 353 501 3 2800
k 353 505 11 2000
k 353 506 1 3100
k 353 508 11 1700
k 353 509 3 4200
k 353 511 1 2400
k 353 516 8 2300
k 353 519 1 3700
k 353 520 17 4500
k 353 521 9 900
k 353 522 3 6000
k 353 525 1 3600
k 353 527 4 4300
k 353 528 1 4800
k 353 532 3 2400
k 353 538 1 3800
k 353 541 6 3700
k 353 543 6 4200
k 353 555 6 2200
k 353 563 44 300
k 353 564 26 1500
k 353 568 6 1400
k 353 569 1 2300
k 353 571 1 2700
k 353 577 1 2500
k 353 578 1 6000
k 353 584 12 3800
k 353 587 4 1000
k 353 589 9 1400
k 353 591 5 1300
k 353 593 2 1000
k 353 598 2 1400
k 353 604 2 4500
k 353 605 2 4300
k 354 473 4 2600
k 354 485 3 3200
k 354 486 3 7000
k 354 488 1 3600
k 354 491 2 3500
k 354 498 6 2400
k 354 516 2 2500
k 354 520 1 3200
k 354 536 8 4100
k 354 538 1 4000
k 354 541 13 3500
k 354 543 2 3600
k 354 550 6 700
k 354 555 2 2600
k 354 562 26 600
k 354 563 1 700
k 354 564 38 1000
k 354 565 6 4500
k 354 568 4 1900
k 354 571 2 3000
k 354 588 18 1800
k 354 589 2 2500
k 354 590 11 3400
k 354 591 6 1100
k 354 593 2 700
k 354 594 11 2900
k 354 595 2 1200
k 354 604 2 5000
k 354 605 1 4900
k 355 479 5 4100
k 355 501 3 2500
k 355 508 3 3100
k 355 511 3 3000
k 355 514 2 3200
k 355 516 105 1700
k 355 532 1 3100
k 355 555 182 1900
k 355 568 11 5200
k 355 569 2 2900
k 355 571 19 3500
k 355 587 3 1800
k 355 589 20 900
k 355 591 2 2100
k 356 464 262 2200
k 356 465 8 2600
k 356 466 3 3200
k 356 467 10 2600
k 356 468 26 5700
k 356 469 28 4700
k 356 470 43 5500
k 356 471 45 5100
k 356 472 7 4400
k 356 473 6 400
